iter	Passed	Remaining
412	12243	5543
413	12286	5520
414	12318	5491
415	12353	5464
416	12393	5438
417	12435	5414
418	12481	5391
419	12535	5372
420	12581	5349
421	12629	5326
422	12679	5305
423	12725	5282
424	12788	5265
425	12824	5238
426	12868	5213
427	12902	5185
428	12947	5160
429	12995	5137
430	13031	5109
431	13075	5084
432	13117	5059
433	13165	5035
434	13220	5014
435	13259	4987
436	13295	4959
437	13334	4931
438	13377	4906
439	13421	4880
440	13461	4853
441	13506	4828
442	13544	4800
443	13582	4772
444	13623	4745
445	13660	4716
446	13700	4689
447	13737	4660
448	13774	4632
449	13814	4604
450	13858	4578
451	13903	4552
452	13946	4525
453	13986	4497
454	14037	4473
455	14100	4452
456	14151	4428
457	14202	4403
458	14261	4381
459	14305	4353
460	14353	4327
461	14391	4298
462	14445	4274
463	14500	4250
464	14551	4224
465	14597	4197
466	14646	4171
467	14686	4142
468	14727	4113
469	14774	4086
470	14809	4056
471	14851	4027
472	14882	3996
473	14913	3964
474	14947	3933
475	14980	3902
476	15015	3871
477	15046	3840
478	15080	3809
479	15112	3778
480	15143	3746
481	15173	3714
482	15205	3683
483	15242	3653
484	15279	3623
485	15316	3592
486	15349	3561
487	15384	3530
488	15421	3500
489	15458	3470
490	15495	3440
491	15540	3411
492	15576	3380
493	15612	3350
494	15657	3321
495	15691	3290
496	15728	3259
497	15757	3227
498	15783	3194
499	15812	3162
500	15845	3131
501	15877	3099
502	15914	3069
503	15944	3037
504	15972	3004
505	16001	2972
506	16029	2940
507	16055	2907
508	16087	2876
509	16121	2844
510	16153	2813
511	16184	2781
512	16225	2751
513	16260	2720
514	16294	2689
515	16328	2658
516	16366	2627
517	16402	2596
518	16438	2565
519	16478	2535
520	16514	2504
521	16545	2472
522	16575	2440
523	16604	2408
524	16638	2376
525	16668	2345
526	16699	2313
527	16731	2281
528	16761	2249
529	16792	2217
530	16824	2186
531	16855	2154
532	16886	2122
533	16916	2090
534	16947	2058
535	16974	2026
536	17003	1994
537	17034	1963
538	17060	1930
539	17089	1898
540	17116	1866
541	17141	1834
542	17169	1802
543	17196	1770
544	17222	1738
545	17250	1706
546	17278	1674
547	17303	1641
548	17331	1609
549	17357	1577
550	17384	1545
551	17412	1514
552	17438	1482
553	17466	1450
554	17492	1418
555	17521	1386
556	17547	1354
557	17577	1323
558	17604	1291
559	17632	1259
560	17657	1227
561	17684	1195
562	17713	1164
563	17739	1132
564	17766	1100
565	17792	1068
566	17821	1037
567	17847	1005
568	17880	974
569	17910	942
570	17941	911
571	17973	879
572	18005	848
573	18039	817
574	18082	786
575	18118	754
576	18153	723
577	18184	692
578	18213	660
579	18246	629
580	18277	597
581	18308	566
582	18341	534
583	18371	503
584	18403	471
585	18438	440
586	18469	409
587	18503	377
588	18533	346
589	18569	314
590	18607	283
591	18643	251
592	18680	220
593	18716	189
594	18749	157
595	18780	126
596	18811	94
597	18844	63
598	18882	31
599	18912	0
