iter	RMSE
269	570.8587175
270	570.7744047
271	570.6493346
272	570.5854086
273	570.4343116
274	570.3252454
275	570.1993866
276	570.130094
277	569.9752875
278	569.8753414
279	569.7846039
280	569.7024109
281	569.6688825
282	569.5688967
283	569.510081
284	569.4356736
285	569.3667579
286	569.2311873
287	569.1723472
288	569.0214831
289	568.9216047
290	568.8712119
291	568.6821333
292	568.603682
293	568.5098304
294	568.3934117
295	568.3231654
296	568.304129
297	568.1950957
298	568.1192045
299	567.9768268
300	567.8692818
301	567.696024
302	567.5689131
303	567.5056124
304	567.3713543
305	567.3154525
306	567.1356674
307	567.0336315
308	566.957927
309	566.8559409
310	566.7380221
311	566.6445991
312	566.6023195
313	566.481689
314	566.3879116
315	566.2642176
316	566.1886914
317	566.0112771
318	565.9439163
319	565.8770053
320	565.7731509
321	565.6816474
322	565.6534921
323	565.5482167
324	565.4991782
325	565.416657
326	565.3317248
327	565.2700089
328	565.2274787
329	565.0802566
330	564.9707134
331	564.8770808
332	564.7985436
333	564.683256
334	564.5396921
335	564.4996327
336	564.3899182
337	564.3203578
338	564.2572635
339	564.1328691
340	564.0264489
341	563.9395694
342	563.7925826
343	563.7198637
344	563.7049544
345	563.612317
346	563.5999898
347	563.5674564
348	563.3836302
349	563.3075939
350	563.206558
351	563.1095117
352	563.041671
353	562.9450619
354	562.8583784
355	562.8210099
356	562.7627662
357	562.6787911
358	562.5585907
359	562.4118843
360	562.3190707
361	562.2535252
362	562.1284271
363	562.0341626
364	561.9236016
365	561.8758818
366	561.8337956
367	561.7866625
368	561.7042047
369	561.6428696
370	561.5775461
371	561.4850291
372	561.3672801
373	561.3302628
374	561.2232088
375	561.1284292
376	561.0184077
377	560.9566513
378	560.8583659
379	560.7368879
380	560.6486715
381	560.5192252
382	560.4210616
383	560.3331913
384	560.1859012
385	560.1239536
386	560.0049976
387	559.9116447
388	559.8500754
389	559.7703183
390	559.6958551
391	559.6508342
392	559.5688387
393	559.5100291
394	559.4977274
395	559.4284886
396	559.3718241
397	559.3383587
398	559.2739663
399	559.2168422
400	559.0870941
401	559.0362752
402	558.9785713
403	558.9190333
404	558.7859268
405	558.6770805
406	558.6577924
407	558.5637503
408	558.5116837
409	558.4325832
410	558.3620731
411	558.2756471
412	558.1832276
413	558.1400397
414	558.1127855
415	558.0895884
416	558.037195
417	557.9214672
418	557.8410938
419	557.7693634
420	557.646754
421	557.5387496
422	557.5059342
423	557.4271285
424	557.3816363
425	557.2945047
426	557.2210648
427	557.1651905
428	557.1161346
429	557.0847353
430	557.0809351
431	556.9678385
432	556.8645012
433	556.7953658
434	556.7361242
435	556.6324746
436	556.6289309
437	556.5536909
438	556.5253122
439	556.4307497
440	556.3668945
441	556.2987719
442	556.2379401
443	556.1266152
444	556.0148077
445	555.9500905
446	555.8486321
447	555.7441491
448	555.6989791
449	555.6220946
450	555.5468587
451	555.4309475
452	555.3960028
453	555.3403021
454	555.3109827
455	555.2326703
456	555.2047496
457	555.1219572
458	555.055892
459	555.0415882
460	555.0039223
461	554.9784963
462	554.9466606
463	554.8649031
464	554.8340286
465	554.751366
466	554.6988644
467	554.6499481
468	554.5718037
469	554.5301276
470	554.4980175
471	554.4116831
472	554.3208591
473	554.2404588
474	554.1520911
475	554.0813677
476	553.9954207
477	553.9418828
478	553.8633907
479	553.7633907
480	553.7120628
481	553.6310115
482	553.5356559
483	553.4292427
484	553.375274
485	553.3247174
486	553.1685519
487	553.1062655
488	553.0444213
489	553.0063696
490	552.9694012
491	552.921881
492	552.8545713
493	552.7468171
494	552.7196038
495	552.6799651
496	552.5954869
497	552.5167105
498	552.4734982
499	552.422316
500	552.3873663
501	552.3432052
502	552.2966903
503	552.283379
504	552.2295475
505	552.1549013
506	552.1419359
507	552.1312221
508	552.0750127
509	551.9889582
510	551.9328457
511	551.8432557
512	551.7285496
513	551.6956984
514	551.5548839
515	551.4680987
516	551.3941889
517	551.3367745
518	551.3067142
519	551.2681754
520	551.2113267
521	551.1192815
522	550.9636851
523	550.8929638
524	550.8569734
525	550.8429463
526	550.8030807
527	550.7494645
528	550.7008657
529	550.6533817
530	550.6271078
531	550.611242
532	550.5643939
533	550.5119818
534	550.4570155
535	550.4457407
536	550.4031548
537	550.3748464
538	550.328167
539	550.2586656
540	550.209242
541	550.113923
542	550.0684201
543	550.0230307
544	550.0135873
545	549.9785465
546	549.9155309
547	549.7999271
548	549.7347032
549	549.6493594
550	549.5848533
551	549.5286394
552	549.4346675
553	549.359882
554	549.291818
555	549.2229621
556	549.2148498
557	549.1465469
558	549.0644064
559	549.0104936
560	548.9698004
561	548.9268762
562	548.8792421
563	548.8132011
564	548.7908605
565	548.7552928
566	548.7205139
567	548.6800067
568	548.6383417
569	548.5998685
570	548.5397203
571	548.5014909
572	548.4786094
573	548.4506396
574	548.4017622
575	548.3619169
576	548.306665
577	548.2632266
578	548.2538791
579	548.1431828
580	548.100498
581	548.0581114
582	548.0211724
583	547.9689576
584	547.8726723
585	547.7961687
586	547.6938951
587	547.5938823
588	547.5299409
589	547.4835631
590	547.4497164
591	547.4023116
592	547.391301
593	547.2996273
594	547.2570741
595	547.1849199
596	547.080039
597	547.0444433
598	546.9715935
599	546.8850719
600	546.8219688
601	546.7838765
602	546.6759419
603	546.6402891
604	546.5871799
605	546.5504751
606	546.4914532
607	546.367678
608	546.3077712
609	546.2323011
610	546.1880098
611	546.1369785
612	546.0499259
613	546.0238519
614	545.9500549
615	545.8938961
616	545.8594869
617	545.7986866
618	545.744517
619	545.7213297
620	545.6959577
621	545.6432273
622	545.5952284
623	545.5718117
624	545.5015349
625	545.4029645
626	545.341945
627	545.3341416
628	545.2580178
629	545.2279776
630	545.188808
631	545.150116
632	545.1289643
633	545.1013912
634	545.0517522
635	545.0251672
636	545.0004908
637	544.9388592
638	544.859974
639	544.8578817
640	544.8294713
641	544.7610392
642	544.7111433
643	544.5976097
644	544.5377534
645	544.4869362
646	544.4384957
647	544.3664219
648	544.343711
649	544.263908
650	544.1820977
651	544.1683837
652	544.1085609
653	544.0685104
654	544.0212984
655	543.9504342
656	543.8802712
657	543.8341685
658	543.7359942
659	543.7139074
660	543.6895478
661	543.6516336
662	543.591945
663	543.5390345
664	543.4919948
665	543.4325022
666	543.399227
667	543.342971
668	543.2943717
669	543.2607907
670	543.2036498
671	543.10005
672	543.0823125
673	543.0701582
674	543.0390202
675	542.9881096
676	542.9479471
677	542.8653813
678	542.8422189
679	542.8098922
680	542.7359203
681	542.7007775
682	542.6834917
683	542.578644
684	542.5010827
685	542.4297884
686	542.3976025
687	542.3523201
688	542.2807005
689	542.2188035
690	542.1503442
691	542.1218638
692	542.0157456
693	541.9409719
694	541.8982356
695	541.8251689
696	541.7641427
697	541.6777033
698	541.6452887
699	541.5896198
700	541.5559615
701	541.4912517
702	541.4564645
703	541.4370428
704	541.3905755
705	541.3431528
706	541.2915666
707	541.2547854
708	541.2118684
709	541.1622298
710	541.1037737
711	541.0779436
712	541.0234746
713	540.9622684
714	540.8812956
715	540.8278572
716	540.7778149
717	540.755337
718	540.7247002
719	540.6187003
720	540.5805156
721	540.5398594
722	540.4840238
723	540.4436567
724	540.3949224
725	540.3353985
726	540.2644495
727	540.1953241
728	540.1301612
729	540.0613358
730	540.0356167
731	540.01983
732	539.9695327
733	539.9407702
734	539.9175648
735	539.8933246
736	539.878883
737	539.8637169
738	539.7978903
739	539.7527236
740	539.6953968
741	539.6469167
742	539.5884246
743	539.5505422
744	539.5234075
745	539.4995178
746	539.4771779
747	539.4564413
748	539.4400183
749	539.3962296
750	539.3645084
751	539.3286909
752	539.2896847
753	539.2778795
754	539.2363163
755	539.2035101
756	539.1699483
757	539.1310806
758	539.0747019
759	539.0686399
760	538.9741672
761	538.8933781
762	538.8745586
763	538.8666006
764	538.7797067
765	538.7634897
766	538.6953806
767	538.6581321
768	538.5897052
769	538.5432915
770	538.4866801
771	538.4453787
772	538.3923142
773	538.3052579
774	538.2843529
775	538.2351068
776	538.1850463
777	538.1244827
778	538.0507826
779	537.9897104
780	537.9735938
781	537.9125114
782	537.8618822
783	537.7742057
784	537.7151468
785	537.6832654
786	537.6539976
787	537.6180468
788	537.5639165
789	537.4877726
790	537.4666559
791	537.427366
792	537.3927504
793	537.3447667
794	537.296102
795	537.271084
796	537.1905284
797	537.1489998
798	537.1213196
799	537.0408746
800	536.9769899
801	536.9606148
802	536.9068961
803	536.8873913
804	536.8347768
805	536.7917503
806	536.7450258
807	536.7089577
808	536.6303124
809	536.5475829
810	536.4885848
811	536.4797367
812	536.4614568
813	536.4184303
814	536.354877
815	536.3051524
816	536.215843
817	536.1815859
818	536.1409466
819	536.0097986
820	535.9391965
821	535.8837708
822	535.797428
823	535.7468526
824	535.7251703
825	535.6889201
826	535.601754
827	535.5442153
828	535.5167786
829	535.4792862
830	535.4701459
831	535.4514428
832	535.3980311
833	535.3748783
834	535.3557834
835	535.3199301
836	535.2854495
837	535.2178027
838	535.1786906
839	535.1399902
840	535.1016545
841	535.053937
842	535.0045574
843	534.9225654
844	534.8811604
845	534.8651374
846	534.8063583
847	534.7723148
848	534.722703
849	534.6681081
850	534.6553235
851	534.5842942
852	534.5561863
853	534.4887862
854	534.4468254
855	534.4034328
856	534.3381338
857	534.3036621
858	534.2682242
859	534.2076435
860	534.1894573
861	534.1122056
862	534.0550511
863	534.0416289
864	533.994257
865	533.9518601
866	533.9020913
867	533.85695
868	533.8210335
869	533.7572939
870	533.7284869
871	533.6895875
872	533.6644017
873	533.6070195
874	533.5679459
875	533.5427017
876	533.4665573
877	533.4266198
878	533.3725663
879	533.3193786
880	533.2697432
881	533.2381854
882	533.2033541
883	533.17004
884	533.1356078
885	533.1064699
886	533.0873296
887	533.0684256
888	533.0259517
889	532.9947472
890	532.9519378
891	532.9229812
892	532.9095745
893	532.8874569
894	532.8672336
895	532.8376846
896	532.7443062
897	532.7195817
898	532.6388032
899	532.6202457
900	532.5865725
901	532.5378276
902	532.4580817
903	532.4333467
904	532.3753807
905	532.327052
906	532.3022927
907	532.2913789
908	532.271357
909	532.2286325
910	532.2082551
911	532.1567444
912	532.1283377
913	532.1045018
914	532.0364472
915	532.0039975
916	531.9931936
917	531.9468782
918	531.8920795
919	531.830758
920	531.7611409
921	531.7130965
922	531.6825633
923	531.6124961
924	531.5758473
925	531.5414708
926	531.46064
927	531.4494319
928	531.4433516
929	531.404107
930	531.3980309
931	531.3673825
932	531.3498107
933	531.3025367
934	531.2907842
935	531.2591857
936	531.2083848
937	531.1042734
938	531.0591444
939	531.0254296
940	530.989753
941	530.9619798
942	530.9386925
943	530.9112177
944	530.9061829
945	530.8281643
946	530.8205167
947	530.757986
948	530.7544296
949	530.7093014
950	530.6819307
951	530.6200277
952	530.5965211
953	530.5489295
954	530.4979464
955	530.4490123
956	530.4088648
957	530.3582292
958	530.3295982
959	530.238719
960	530.2071366
961	530.1488351
962	530.0707445
963	530.0284075
964	529.9871841
965	529.9452865
966	529.9125901
967	529.8828306
968	529.8515327
969	529.8347792
970	529.7912187
971	529.7480686
972	529.6879219
973	529.679563
974	529.6324007
975	529.5932242
976	529.5489884
977	529.5173539
978	529.5095447
979	529.4815662
980	529.4324479
981	529.3784411
982	529.3275378
983	529.2585393
984	529.2074755
985	529.1851376
986	529.1346925
987	529.1110044
988	529.1005076
989	529.0322155
990	528.9654567
991	528.9016006
992	528.8442746
993	528.8196638
994	528.7704171
995	528.7510912
996	528.7135431
997	528.7076605
998	528.6686371
999	528.6309598
