iter	Passed	Remaining
181	1743	7836
182	1751	7821
183	1759	7802
184	1767	7785
185	1774	7767
186	1784	7757
187	1792	7740
188	1800	7727
189	1807	7707
190	1816	7695
191	1824	7677
192	1832	7663
193	1840	7645
194	1849	7633
195	1856	7614
196	1864	7598
197	1872	7584
198	1881	7572
199	1889	7556
200	1897	7543
201	1905	7527
202	1913	7511
203	1921	7498
204	1929	7484
205	1937	7469
206	1945	7454
207	1953	7437
208	1961	7424
209	1969	7409
210	1977	7395
211	1984	7377
212	1991	7360
213	2000	7346
214	2007	7329
215	2016	7320
216	2025	7306
217	2032	7292
218	2041	7279
219	2048	7262
220	2056	7247
221	2064	7233
222	2072	7222
223	2081	7210
224	2089	7197
225	2097	7183
226	2104	7166
227	2112	7154
228	2119	7136
229	2129	7128
230	2136	7112
231	2143	7097
232	2151	7083
233	2161	7075
234	2169	7062
235	2178	7052
236	2186	7039
237	2195	7027
238	2203	7014
239	2211	7002
240	2219	6988
241	2227	6977
242	2235	6965
243	2245	6956
244	2253	6944
245	2261	6932
246	2270	6920
247	2278	6909
248	2286	6895
249	2295	6885
250	2303	6874
251	2311	6859
252	2319	6848
253	2328	6840
254	2336	6826
255	2345	6817
256	2354	6808
257	2362	6795
258	2371	6784
259	2380	6774
260	2388	6764
261	2396	6750
262	2404	6739
263	2412	6724
264	2420	6714
265	2429	6703
266	2437	6690
267	2445	6680
268	2454	6669
269	2462	6657
270	2470	6644
271	2477	6632
272	2485	6619
273	2494	6609
274	2501	6595
275	2510	6584
276	2518	6573
277	2527	6563
278	2536	6553
279	2543	6540
280	2551	6527
281	2559	6516
282	2567	6505
283	2575	6493
284	2584	6483
285	2591	6469
286	2600	6459
287	2608	6449
288	2616	6438
289	2624	6426
290	2632	6412
291	2639	6400
292	2647	6389
293	2656	6379
294	2664	6368
295	2673	6358
296	2680	6344
297	2688	6332
298	2695	6318
299	2703	6308
300	2711	6295
301	2719	6284
302	2726	6271
303	2735	6262
304	2743	6251
305	2752	6243
306	2760	6231
307	2770	6225
308	2779	6215
309	2787	6204
310	2796	6195
311	2806	6187
312	2815	6180
313	2825	6172
314	2833	6161
315	2842	6152
316	2851	6144
317	2860	6134
318	2870	6127
319	2880	6121
320	2889	6112
321	2899	6105
322	2906	6092
323	2916	6085
324	2924	6074
325	2934	6067
326	2944	6059
327	2952	6048
328	2961	6039
329	2972	6034
330	2983	6029
331	2993	6022
332	3001	6012
333	3009	6000
334	3017	5989
335	3024	5976
336	3033	5968
337	3042	5959
338	3051	5950
339	3060	5940
340	3068	5929
341	3076	5919
342	3084	5907
343	3091	5896
344	3098	5882
345	3107	5873
346	3114	5860
347	3121	5848
348	3129	5838
349	3137	5826
350	3144	5814
351	3153	5804
352	3161	5794
353	3169	5783
354	3178	5775
355	3187	5765
356	3195	5755
357	3204	5746
358	3211	5735
359	3220	5725
360	3228	5714
361	3236	5703
362	3244	5694
363	3253	5684
364	3260	5672
365	3267	5660
366	3277	5652
367	3285	5642
368	3293	5632
369	3303	5624
370	3312	5615
371	3321	5607
372	3330	5598
373	3340	5591
374	3349	5581
375	3360	5576
376	3370	5569
377	3378	5559
378	3389	5553
379	3397	5543
380	3408	5536
381	3415	5525
382	3425	5517
383	3433	5508
384	3442	5498
385	3451	5489
386	3458	5478
387	3468	5470
388	3475	5459
389	3483	5449
390	3492	5440
391	3500	5429
392	3507	5418
393	3515	5406
394	3522	5395
395	3530	5385
396	3539	5375
397	3545	5363
398	3554	5354
399	3562	5344
400	3570	5334
401	3578	5323
402	3587	5314
403	3595	5303
404	3604	5294
405	3611	5284
406	3619	5273
407	3626	5262
408	3635	5252
409	3642	5242
410	3652	5233
411	3660	5223
412	3669	5215
413	3676	5203
414	3683	5192
415	3691	5182
416	3699	5172
417	3707	5161
418	3715	5152
419	3723	5141
420	3731	5131
421	3738	5120
422	3746	5110
423	3755	5101
424	3764	5092
425	3771	5081
426	3780	5073
427	3787	5061
428	3795	5052
429	3803	5041
430	3810	5030
431	3817	5019
432	3824	5008
433	3832	4998
434	3840	4988
435	3849	4979
436	3856	4967
437	3864	4958
438	3871	4947
439	3879	4937
440	3887	4927
441	3895	4917
442	3902	4907
443	3910	4897
444	3919	4888
445	3927	4879
446	3935	4868
447	3943	4858
448	3950	4847
449	3958	4837
450	3966	4828
451	3974	4818
452	3981	4808
453	3988	4797
454	3996	4786
455	4003	4776
456	4012	4767
457	4019	4757
458	4028	4748
459	4035	4737
460	4042	4726
461	4050	4716
462	4058	4706
463	4065	4696
464	4073	4686
465	4080	4675
466	4087	4664
467	4094	4654
468	4101	4644
469	4109	4634
470	4116	4623
471	4124	4613
472	4132	4604
473	4140	4594
474	4148	4585
475	4156	4575
476	4163	4564
477	4170	4554
478	4178	4545
479	4186	4535
480	4195	4527
481	4203	4517
482	4211	4507
483	4220	4499
484	4228	4490
485	4235	4480
486	4243	4470
487	4250	4460
488	4259	4450
489	4266	4440
490	4273	4430
491	4280	4419
492	4287	4409
493	4296	4400
494	4303	4390
495	4312	4382
496	4320	4372
497	4328	4363
498	4337	4354
499	4346	4346
500	4354	4337
501	4362	4328
502	4370	4318
503	4378	4308
504	4386	4299
505	4393	4289
506	4401	4279
507	4408	4269
508	4416	4259
509	4424	4250
510	4432	4241
511	4441	4233
512	4448	4223
513	4456	4213
514	4463	4203
515	4471	4194
516	4479	4184
517	4487	4175
518	4494	4165
519	4502	4155
520	4510	4146
521	4518	4137
522	4526	4127
523	4534	4118
524	4541	4108
525	4549	4100
526	4557	4090
527	4564	4080
528	4572	4071
529	4579	4060
530	4587	4051
531	4593	4041
532	4602	4032
533	4609	4022
534	4618	4014
535	4625	4004
536	4633	3994
537	4641	3985
538	4650	3977
539	4658	3968
540	4666	3958
541	4673	3949
542	4682	3940
543	4689	3930
544	4697	3921
545	4705	3912
546	4713	3903
547	4721	3894
548	4731	3886
549	4739	3877
550	4746	3868
551	4754	3859
552	4762	3849
553	4771	3841
554	4779	3832
555	4787	3823
556	4795	3814
557	4803	3805
558	4811	3796
559	4818	3786
560	4825	3776
561	4834	3767
562	4842	3758
563	4850	3749
564	4857	3739
565	4866	3731
566	4873	3721
567	4882	3713
568	4890	3704
569	4898	3695
570	4906	3685
571	4913	3676
572	4921	3667
573	4929	3658
574	4936	3648
575	4945	3640
576	4952	3630
577	4960	3621
578	4968	3612
579	4975	3603
580	4982	3593
581	4990	3584
582	4998	3575
583	5005	3565
584	5013	3556
585	5020	3546
586	5028	3538
587	5036	3528
588	5043	3519
589	5051	3510
590	5060	3501
591	5067	3492
592	5075	3483
593	5083	3474
594	5090	3465
595	5099	3456
596	5107	3447
597	5115	3439
598	5124	3430
599	5133	3422
600	5142	3414
601	5149	3404
602	5159	3397
603	5167	3387
604	5176	3379
605	5184	3371
606	5193	3362
607	5201	3353
608	5209	3344
609	5216	3335
610	5225	3326
611	5233	3317
612	5241	3309
613	5249	3300
614	5258	3292
615	5266	3283
616	5274	3274
617	5282	3265
618	5291	3257
619	5298	3247
620	5305	3238
621	5312	3228
622	5320	3219
623	5327	3210
624	5335	3201
625	5342	3191
626	5350	3183
627	5358	3173
628	5365	3164
629	5373	3156
630	5380	3146
631	5388	3137
632	5395	3127
633	5404	3119
634	5412	3111
635	5421	3103
636	5429	3094
637	5439	3086
638	5448	3077
639	5454	3068
640	5464	3060
641	5475	3053
642	5484	3044
643	5494	3037
644	5503	3029
645	5513	3021
646	5523	3013
647	5533	3005
648	5541	2997
649	5550	2988
650	5557	2979
651	5566	2970
652	5573	2961
653	5581	2953
654	5591	2945
655	5598	2935
656	5607	2927
657	5615	2918
658	5623	2909
659	5631	2900
660	5638	2891
661	5644	2882
662	5652	2873
663	5659	2863
664	5667	2854
665	5674	2845
666	5682	2836
667	5690	2828
668	5698	2819
669	5706	2810
670	5714	2801
671	5722	2793
672	5730	2784
673	5737	2774
674	5745	2766
675	5754	2757
676	5761	2748
677	5769	2740
678	5777	2731
679	5786	2723
680	5794	2714
681	5802	2705
682	5810	2696
683	5817	2687
684	5825	2678
685	5833	2669
686	5841	2661
687	5849	2652
688	5856	2643
689	5865	2635
690	5872	2626
691	5880	2617
692	5888	2608
693	5897	2600
694	5904	2591
695	5913	2582
696	5920	2573
697	5928	2565
698	5936	2556
699	5943	2547
700	5951	2538
701	5959	2529
702	5966	2520
703	5975	2512
704	5983	2503
705	5991	2495
706	5999	2486
707	6007	2477
708	6015	2469
709	6023	2460
710	6031	2451
711	6040	2443
712	6048	2434
713	6056	2425
714	6063	2417
715	6071	2408
716	6081	2400
717	6090	2391
718	6100	2384
719	6109	2375
720	6119	2368
721	6129	2360
722	6137	2351
723	6145	2342
724	6153	2333
725	6160	2325
726	6167	2316
727	6175	2307
728	6182	2298
729	6190	2289
730	6197	2280
731	6205	2271
732	6214	2263
733	6221	2254
734	6228	2245
735	6236	2236
736	6244	2228
737	6251	2219
738	6260	2211
739	6268	2202
740	6276	2193
741	6283	2184
742	6291	2176
743	6298	2167
744	6307	2158
745	6314	2149
746	6323	2141
747	6330	2132
748	6337	2123
749	6345	2115
750	6353	2106
751	6361	2098
752	6369	2089
753	6376	2080
754	6385	2072
755	6394	2063
756	6401	2054
757	6409	2046
758	6418	2037
759	6425	2029
760	6433	2020
761	6441	2011
762	6448	2002
763	6455	1994
764	6463	1985
765	6470	1976
766	6478	1967
767	6486	1959
768	6493	1950
769	6501	1941
770	6508	1933
771	6517	1924
772	6527	1916
773	6534	1907
774	6541	1899
775	6549	1890
776	6557	1881
777	6565	1873
778	6574	1865
779	6582	1856
780	6591	1848
781	6599	1839
782	6606	1831
783	6615	1822
784	6622	1813
785	6630	1805
786	6638	1796
787	6646	1788
788	6654	1779
789	6661	1770
790	6669	1762
791	6677	1753
792	6685	1745
793	6693	1736
794	6702	1728
795	6711	1719
796	6719	1711
797	6726	1702
798	6735	1694
799	6742	1685
800	6750	1677
801	6757	1668
802	6765	1659
803	6772	1651
804	6781	1642
805	6788	1634
806	6796	1625
807	6803	1616
808	6811	1608
809	6818	1599
810	6825	1590
811	6833	1582
812	6840	1573
813	6848	1564
814	6855	1556
815	6863	1547
816	6870	1538
817	6878	1530
818	6886	1521
819	6894	1513
820	6901	1504
821	6909	1496
822	6918	1488
823	6926	1479
824	6935	1471
825	6943	1462
826	6951	1454
827	6960	1445
828	6968	1437
829	6976	1428
830	6983	1420
831	6991	1411
832	6998	1403
833	7005	1394
834	7014	1386
835	7021	1377
836	7029	1368
837	7037	1360
838	7046	1352
839	7053	1343
840	7062	1335
841	7069	1326
842	7079	1318
843	7086	1309
844	7096	1301
845	7105	1293
846	7114	1285
847	7121	1276
848	7129	1267
849	7136	1259
850	7144	1250
851	7151	1242
852	7160	1234
853	7168	1225
854	7178	1217
855	7185	1208
856	7195	1200
857	7202	1191
858	7210	1183
859	7217	1174
860	7225	1166
861	7232	1157
862	7241	1149
863	7249	1141
864	7258	1132
865	7265	1124
866	7274	1115
867	7281	1107
868	7288	1098
869	7296	1090
870	7305	1081
871	7312	1073
872	7320	1064
873	7327	1056
874	7336	1048
875	7344	1039
876	7352	1031
877	7361	1022
878	7368	1014
879	7376	1005
880	7384	997
881	7392	989
882	7400	980
883	7410	972
884	7417	963
885	7426	955
886	7433	947
887	7440	938
888	7447	929
889	7455	921
890	7463	913
891	7472	904
892	7480	896
893	7489	887
894	7497	879
895	7505	871
896	7512	862
897	7521	854
898	7529	845
899	7539	837
900	7549	829
901	7557	821
902	7567	812
903	7578	804
904	7588	796
905	7599	788
906	7608	780
907	7617	771
908	7624	763
909	7633	754
910	7642	746
911	7652	738
912	7662	730
913	7671	721
914	7679	713
915	7689	705
916	7698	696
917	7706	688
918	7714	679
919	7721	671
920	7729	663
921	7738	654
922	7745	646
923	7754	637
924	7761	629
925	7769	620
926	7776	612
927	7785	604
928	7792	595
929	7799	587
930	7807	578
931	7815	570
932	7824	561
933	7832	553
934	7839	545
935	7848	536
936	7855	528
937	7864	519
938	7872	511
939	7881	503
940	7888	494
941	7896	486
942	7904	477
943	7912	469
944	7918	460
945	7927	452
946	7933	444
947	7942	435
948	7948	427
949	7954	418
950	7963	410
951	7971	401
952	7980	393
953	7988	385
954	7996	376
955	8004	368
956	8011	359
957	8018	351
958	8026	343
959	8033	334
960	8042	326
961	8050	318
962	8059	309
963	8066	301
964	8074	292
965	8082	284
966	8091	276
967	8098	267
968	8105	259
969	8112	250
970	8120	242
971	8128	234
972	8136	225
973	8143	217
974	8150	208
975	8159	200
976	8166	192
977	8175	183
978	8181	175
979	8189	167
980	8196	158
981	8204	150
982	8213	142
983	8221	133
984	8229	125
985	8237	116
986	8244	108
987	8250	100
988	8258	91
989	8266	83
990	8276	75
991	8283	66
992	8292	58
993	8299	50
994	8306	41
995	8313	33
996	8322	25
997	8330	16
998	8337	8
999	8345	0
